Label,Text
positive,"jadi dulu aku alumni sinovac, terus kemarin boster dapat pfizer. alhamdulillah banget efek abis vaksin nggak aneh -aneh, cuma nyeri/ pegel/ njarem di lengan kiri aja. ini sisa nyeri dikit banget. panas pusing meriang gitu alhamdulillah nya nggak."
positive,"gila booster pake astra efek langsung sakit, mending make pfizer."
positive,"booster ke 3 emang ngefek dibanding 1 dan 2 ..terlebih beda sama sinovac.. pfizer, moderna, dan astra ninggalin efek pegel di bekas suntikan (bisa 2 hari) dan demam ( bisa 2- 5 hari) tapi biasanya yg demam itu yg kurang tidur sama asupan makan sebenarnya"
positive,"dua hari kemudian, jumat (28 jan '22) gue sama bokap booster pfizer di rumah sakit mayapada. abang blm booster krn dia nunggu moderna. pulang dari booster, bokap pusing, badan lemas, batuk, dan panas. belum panik krn gejalanya sama kayak pas bokap vaksin 1, mikirnya mungkin itu efek aja."
positive,tidak ada efek di aku. pegel doang di sekitar bekas suntikan.
positive,mari kita lihat seberapa keras efek booster pfizer
positive,saya sih nggak ada efek apa2 dari vaksin booster/ pfizer.
positive,"aku pfizer, ga ada efek apa apa sih. cuma pas malem nya (aku vaksin siang) itu lengan area suntik kerasa nyeri, tapi pas pagi nya udah sembuh. aku memang dari vaksin pertama ga ada efek pasca yang begitu berarti sih, paling cuma ngantuk aja "
positive,"iya, efek paling umum booster pfizer katanya sih, pegel linu"
positive,"saya pakai pfizer gk ada efek apa apa, cm sedikit njarem ditangan bekas suntikan."
positive,"pelayanan vaksinasi ""booster"" di @unika atmajaya ramah, cepat, rapi. sampai malam ini, saya tidak merasakan efek samping pasca - suntikan vaksin #pfizer siang tadi. salam sehat untuk semuanya."
positive,"hari ini gak ke sekolah , tidur 4x. efek vaksin pfizer emang mantap. tapi aku tetap tenang gak minum paracetamol (gaya bgt). kuncinya tidur, kalo bangun masih gak enak badan ya tidur lagi, kalo masih gak enak badan, tidur lagi. alhamdullilah 4x tidur sudah mendingan."
positive,"rabu 9/2/2022 siang, aku mendapatkan vaksin booster dengan #pfizer di kampus @unika atmajaya terima kasih untuk pelayanan yang cepat dan ramah, terorganisir dengan rapi. salam sehat. sejauh ini aku belum merasakan efek samping vaksin booster."
positive,"alhamdulillah tidak ada efek samping apa2. ngantuk enggak, pegel juga b aja, dan ya allah jgn sampe demam ya . malah ga separah sinovac dosis ke-2. sinovac 2 efeknya di aku, lengan yg disuntik pegel lebih dari seharian, sama ngantuk. pfizer kali ini aman aja insyaaallah"
positive,"omong -omong ini aku sma keluargaku pke pfizer, kalo az kurang tau gmn efek sampingnya"
positive,selesai.. mencegah aja dulu... mari rasakan efek pfizer
positive,udah kak baru kemarin tp aku dapet pfizer kak. efek di aku pegel sama laper terus. nggak meriang krn udah jaga2 minum panadol
positive,update setelah 12 jam booster pfizer; terpantau aman dan belum tampak tanda2 kipi semoga tidak ya cuma efek suntik agak pegal tapi gak apa apa deh
positive,kirain aku nya yg emang lagi ngantuk. ternyata efek pfizer gini ya
positive,efek pfizer : ngantuk bgt bgt bgt
positive,selesai vaksin ke-3 booster pfizer alhamdulillah semoga gak ada efek apa2 dan sehat
positive,mari kita lihat apakah ada efek samping dari booster pfizer ini
positive,"kalo ayah ku yg booster moderna meriang 2 hari, tapi kalo langsung minum paracetamol yg dibawain habis vaksin efek ga ga separah yg baru minum pas panasnya muncul. aku baru besok ngikut yg pfizer, katanya yg udah cuma pegel aja"
positive,selamat booster kawan2. hari itu sy booster pfizer. dose 1 ; 2 az. alhamdulillahh cuma efek ngantuk dan sakit tempat suntik. minum air kosong byk2 dan selalu berpikiran positif!
positive,bukannya az lebih kerasa efek sampingnya dari pada moderna dan pfizer ya?
positive,"tadi pagi vaksin booster pfizer, habis vaksin lanjut ke kantor dan tetep puasa. belum ada efek apa2 sih sampai malam ini selain tangan yang bekas disuntik jd pegel banget."
positive,"booster pfizer, di lippo kemarin, ga ada efek apa2 selain nyeri"
positive,"baca2 cuitan temen2 emang rata2 habis vaksin pfizer gitu si efeknya, ada 1 efek yg aku itu berdoa jangan sampe ke aku efeknya yaitu jadi doyan makan itu yg aku hindari bgt soalnya semenjak vaksin dosis 1 2 sinovac aja aku ngerasa pingin makan terus dan aku makin gendut"
positive,efek vaksin pfizer: tidur 11 jam
positive,"hari ini vaksin booster, pfizer, dan belum merasakan efek apa- apa"
positive,"pfizer gak ada efek sampingnya, gak seru"
positive,alhamdulillah booster pfizer gak ada efek apa-apa di aku
positive,"efek tidak ada demam, cuman lengan bekas suntiknya agak nyeri"
positive,booster pfizer di aku kok aman-aman aja ya
positive,"aku udah vaksin pfizer, gak ada efek"
positive,kok kata orang-orang pfizer efek nya menggila ya? Padahal aku aman
positive,"ya mungkin memang imun orang lain beda ya, kalo aku aman aja pake pfizer"
positive,"yang penting makan sebelum vaksin, dijamin aman"
positive,"cuman nyeri bagian lengan aja kok, aku vaksin pfizer"
positive,"allhamdulillah aman pake pfizer, nggak rewel badan ku"
positive,"Yang pertama kali vaksin sinovac, ada efek sampingnya ga? Kayak muntah² gitu dan mual sampe berhari- hari? — Aku tidak"
positive,"moderna efek sampingnya lebih kenceng, ibu ku tenaga kesehatan jd dpt dosis 3 moderna. sblmnya sinovac. bnrn meriang 3 harian abis vaksin pdhl pas sinovac engga"
positive,"ini pada nanya ada apa sama sinovac, sinovac itu jenis vaksin yang virusnya 'dimatikan', jadi efek habis vaksinasi sinovac itu lebih ringan dibandingin jenis vaksin lain yang jenis virus 'dilemahkan'. karena itu jadi bbrp negara belum mengakui sinovac"
positive,"sama, aku vaksin sinovac 1 sama 2 tidak ada efek samping apa apa"
positive,"kalo secara efek samping, sinovac itu ga separah dibandingkan pfizer dan moderna.. jadi kemungkinan terkena lagi itu tinggi. makannya kalo buat ke luar negeri tidak di perkenankan, alternatif nya ya vaksin lagi :D"
positive,"Ada faedahnya juga pas di rumah repot gini. Jadi, semua - semua pada vaksin. Efek domino. Orang - orang yg awalnya 'tidak' jadi 'iya'. Apalagi karena sinovac efeknya lebih ringan, yg pengen vaksin tapi takut, jadi berani."
positive,Efek Samping Vaksin Sinovac pada Anak Tak Beda dengan Dewasa
positive,Berarti bener ya efek dr vaksin kedua lebih parah dari yg pertama  tp yg dpt sinovac pertama kedua aman2 aja kyknya
positive,"vaksin pertama sm kedua efek nya sama sama ngantuk sm tangan pegel aja, tp yg pertama pegel nya sampe 3 hari, klo yg kedua cuma sebentar aja. aku sinovac dua duanya"
positive,"Datang aja dulu, kan ntar ditanyain jg sm petugasnya. Temenku waktu itu vaksin kedua sinovac tetep bisa vaksin dan tidak ada efek samping, dia alergi dingin jd lg bersin2. Tp kalo aku waktu itu vaksin moderna, orang  yg sebelum aku jg lg batuk pilek tp ga boleh vaksin dulu"
positive,"kalo vaksin nya pake yg sinovac aku waktu itu gak ada efek samping padahal lagi batuk sampe sesek kadang, beneran tidak ada efek samping sekarang juga udah sembuh batuknya"
positive,Aku vaksin sinovac 1-2 tidak ada efek
positive,Alhamdulillah ibu hari ini sudah vaksin ke 2 pake sinovac aman gk ada efek samping cm ngantuk bilangnya  sehat2 yo
positive,Sinovac gak ada efek sama sekali sih tp utk anak2 5-12 pasti dosis setengah dari org dewasa kan Aku pribadi ngerasain setelah vaksin tuh tiap mau flu aja gak jadi.. kalo biasanya bisa flu berat ini cuma hidung gatel aja atau ingus bening.. tanda kalo antibodi aku jd lebih kuat
positive,"maaf baru respon, untuk efek vaksin ga terlalu berat ko kalau untuk yang vaksin Corona-vac /sinovac. efeknya cuman ngerasa laper sama ngantuk aja, dan untuk hari ke 2 setlah vaksin mungkin tangan rada keras dan kayak berat gitu."
positive,"26 Okt9.27: kok ga berrasa sakit kayak waktu Sinovac ya, 21.50: ya Allah tangan pegel banget "
positive,"Lah emg yg dibeli yg ga diakui? Sinovac diakui WHO dan jelas ga seheboh pfizer moderna krn tu 2 vaksin asal amerika serikat yg lg sensi ama apapun yg berbau cina,lah tu 2 aja jg ga bebas efek samping, Sekali lg ,klo u mau herd immunity dgn cara natural silahkan ,lagian keburu mati banyak"
positive,Tergantung jenis vaksin dan imun tubuh masing2 gak si? Kamu vaksin apa? Aku sinovac dan emang efek nya gak ada.
positive,sinovac kyknya ga terlalu parah deh efek samping nya yg penting di jaga imunnya oke semangat ayo vaksin biar lancar administrasi dan sehat juga
positive,Anakku sih nggak.. ky ga ada efek malah dia pas vaksin 1+2..  *Kl aku sinovac efek ngantuk + laper
positive,"Klo lewat laut hrs vaksin lah, Klo gak mau ad efek yg sinovac stlh vaksin minum degan"
positive,"pas lagi nunggu kartu nya dimarahin ,trs dibawa ke dokternya lagi tp dokternya malah santuy bilang yaudah nanti vaksin astra lagi bulan desember gtuu, yg sinovac kmren alhamdulillah ga ada efek apa2 sih, cuma pas astra aku demam"
positive,Aku tadi banget vaksin sinovac yg kedua jam 12an terus ga ada efek apa apa si cuma sekarang merasa gerah banget tidak tau itu efek vaksin apa bukan kalo yg pertama si cuma pegel aja
positive,Vaksin pertama & kedua sinovac alhamdulillah ga ada efek apa2 hanya kadang rodok kangen wae
positive,"pastikan kondisi anak sehat, tidak ada riwayat penyakit & jaga imun tubuh sblm vaksin (istirahat cukup & makan sblm vaskin). kalo sinovac/ coronavac mah enteng aja efek sampingnya, yg rada berat klo moderna /pfizer /astrazeneca"
positive,Vaksin apa emg? Kmrn gua sinovac duanya ga ada efek
positive,Aku vaksin sinovac 1 2 ga ada efek apa2 sih kak
positive,Gue vaksin sinovac aman aman aja deh malah ga ada efek samping
positive,"Tapi pas pfizer sama moderna ga sebanyak sekarang, Sinovac lebih dipilih dibandingkan AstraZeneca karena efek sampingnya lebih ringan. Coba kalo dipake dari awal moderna, keknya orang banyak ga mau vaksin kali karena efek sampingnya"
positive,"Gue kira pas kemarin vaksin tuh pake sinovac ternyata Astrazeneca, pantes aja efek samping nya lumayan bgt ......"
positive,"Aku vaksin Sinovac. Dan mnrt ku iya rasa abis disuntik (ditempat suntiknya) itu lebih sakit dari vaksin ke-2. Tapi dua""nya gk ada efek apa"" di aku, kyknya gegara badan ku badak deh, tenaga kesehatannya sampe bingung karna aku bilang gk ada penyakit/ gelaja sama sekali selama jeda vaksin 1 & 2"
positive,update vaksin sinovac pertama (smpe skrg untuk efek sampingnya cuman jadi makin kangen sama jungwon dan yoshi)
positive,"Tergantung jenis vaksin. Kalo sinovac kebanyakan gak ada efek ,paling pegel bentar di lengan yg disuntik. Tapi katanya kalo sinovac beberapa negara gak nerima :)"
positive,aku vaksin sinovac tidak ada efek apa apa kyak hari hari biasa nya aja gtu
positive,"Bagiku, vaksin ini punya efek mantep  ...jadi suami ku setelah positif covid pada oktober 2020 batuknya gak ilang2 walaupun minum obat, seringnya batuk muncul saat malem. Dan itu hampir 1 tahun. Nah, setelah dapet vaksin sinovac pada agustus kmren, batuknya bisa ilang"
positive,Bersyukur banget gue waktu itu vaksin dosis 1 & 2 pake sinovac. Efek sampingnya cuma tangan pegel & laper terus. kemarin nyokap abis vaksin dosis 2 pake moderna. efek sampingnya lumayan bikin deg²an. Sampe nangis² semalem. Pagi ini juga masih merintih kesakitan. Gak tega 
positive,tergantung deh keknya  tergantung vaksin juga kemarin ku pake sinovac efek sampingnya cuma ngantuk aja sih 
positive,"kamu vaksin apa? klo aku sinovac, emang katanya gak terlalu bakalan nimbulin efek paling pegel doang.."
positive,"Aku vaksin kedua sinovac gak ada efek apa apa kayak gak disuntik, malah lanjut kerja lagi "
positive,"Aku vaksin kedua sinovac ga ada efek apa"" nder, malah lebih pegel pas vaksin pertama."
positive,Nyokap gue nder. Malah baru sebulan kalo gak salah. Tapi nyokap gue gak ada efek apa apa setelah vaksin. Vaksinnya yg sinovac
positive,"Karna aku vaksin sinovac jd, gak ada efek apa- apa kayak lebih enak aja dibanding ke-1 yang pegel- pegel banget."
positive,"Usia 27 vaksin dosis pertama sinovac, vaksin dosis kedua moderna dua- duanya hanya memberi efek ngantuk setelah vaksinasi."
positive,"ayah ak vaksin dapetnya yg Astra, awalnya aku bilang kalo bisa yg sinovac aja tapi trnyata dapetnya Astra aga ngeri aku pas ayah vaksin karna efek Astra kan lebih berasa, trus pulang vaksin dapet obat alhamdulillah tidak apa apa cuma aga pegel tangannya sama demam sedikit"
positive,"Ayah aku 50 tahun juga, ada riwayat asam lambung akut, kemarin vaksin sinovac alhamdulillah aman ga ada efek samping apa2 setelah nya"
positive,"kakek nenek aku 70 tahunan udh vaksin 2 kali, sinovac, tidak ada efek yg buruk sih alhamdulillah"
positive,"Bapak udh vaksin sinovac 2x, umurnya 50+. Alhamdulillah efek sampingnya sama aja kayak kita2, cm pegel2 lengannya."
positive,Ayah ku vaksin sinovac ga ada efek samping apa2
positive,"Mama ku umur 50++ udah vaksin sinovac 2 dosis, alhamdulillah sehat2 aja tidak ada efek apa2. Cm ngantuk aja katanya pas vaksin 1, pas vaksin 2 ga kerasa apa2. Kalo ayah mu ada riwayat penyakit, konsul sama dokter dulu aja biar lebih yakin buat vaksin."
positive,papaku ndak ada efek ko umurnya <50 dia vaksin sinovac
positive,"bapaku 53 udah vaksin 2x pake sinovac nder, efek sampingnya apa ya? tapi pas abis vaksin tangannya pegel doang si udah"
positive,kakek ku dah vaksin sinovac gak ada efek
positive,"Umur ayah ku 50+ alhamdulillah udah vaksin lengkap, tapi pke sinovac ga ada efek samping sih cuma katanya laper terus gitu"
positive,"Ayah ku umur 50 an udh divaksin, awalnya ayahku jga takut tapi akhirnya mau jga, ga ada efek samping nya kok. Btw ayah ku pake vaksin sinovac"
positive,ambil vaksin sinovac .. insyaallah gak ada efek. kalo moderna kebanyakan ada efek setelahnya demam.
positive,"Iya saya lebih percaya pake vaksin ""jaman dahulu"" kek vaksin Covid Sinovac ini. Kalo yg pake cara baru bikinnya ,gak tau efek jangka panjangnya juga."
positive,"Tergantung jenis vaksin sama kekebalan tubuh masing2 sih, gw pertama kedua pake sinovac efek sampingnya cuma pegel doang"
positive,Iya pake moderna. Bener2 jauh bgt efek KIPI nya dibanding setelah vaksin sinovac. Demi perlindungan diri
positive,"Kayaknya udh lama banget ga nyetrika jam segini. Biasanya selalu siang. Efek dr vaksin sinovac, anak w tidur gw pun tidur. Sampe 3 jam pula."
positive,gua vaksin sinovac 1 sm 2 kaga ngerasa efek apa apa serius
positive,"Mayan ya moderna, memar abis d vaksin, sakitnya kek abis kebentur, sakitnya se lengan, demam dikit jg, pantesan d kasih paracetamol langsung sm petugasnya, bulan kmrn sinovac ga ada efek sm sekali"
positive,Semoga ga kenapa2 yaa setauku efek sinovac lebih rendah drpd vaksin yg lain
positive,"Kayaknya iya dan juga tergantung imun tubuh. Aku pake sinovac sih dan alhamdulillah ga ada efek apa2. Kakak ku pake astrazeneca waktu vaksin pertama demam & badan pegel2 gitu, tapi vaksin keduanya gak kenapa2. Ayah ku juga astrazeneca dan ga ada efeknya, tp nafsu makannya meningkat"
positive,"Vaksin apa? Kalo moderna emang biasanya ada efek samping, kemarin si jovinca demam gr2 vaksin moderna, tp aku sinovac 2x aman2 aja ga ada efek samping sama sekali"
positive,Kemarin vaksin Sinovac dosis kedua. Efeknya pusing dari siang- tengah malam. Ngantuk karena efek setelah minum paracetamol aja.
positive,"Di gua si ngga ya, gua vaksin yang Sinovac dan efek nya cuma ngantuk parah sama laper terus."
positive,"Sudah vaksin sinovac 2 kali dan ga ada efek samping sama sekali. Kurasa aku bisa menyebut diriku beruntung, tapi parno juga, berasa kayak gak vaksin."
positive,"Syukur Alhamdulillah kalau udah membaik. Emang baiknya banyak istirahat kalau abis vaksin. Apalagi kalau dapetnya yang AZ atau Moderna. Sepengalaman temen2ku yg dapet jenis itu, efek pasca vaksinnya bikin sakit ngga kaya sinovac yang cuma bkn ngantukan dan laper terus."
positive,"Ponakan gw mumpung dibolehin vaksin, dia pilih pfizer daripada moderna. Pas bolehnya moderna, dia takut. Takut sakit krn suster2nya ceritain efek sampingnya gimana. Dokternya sampe bilang, kalo dia takut sama efeknya, sinovac juga tidak apa apa."
positive,kayak biasa ..kerja panas2 lagi ..aku sinovac  ..allhamdulillah sinovac ngga ada efek samping buat tubuh aku baik vaksin 1 vaksin 2
positive,"Buat kalian yang belum vaksin, dan bingung mau vaksin apa, saran aku mending sinovac aja. Soalnya tadi aku denger orang ngobrol di warung mie ayam kulon alun - alun, kalo efek disuntik vaksin sinovac cuma marekna kencot. Serius, saya ga bohong, andai saya rekam."
positive,serius pake astra/ moderna efeknya kaya gitu? gw tadinya pengennya vaksin itu tp dapetnya sinovac dan ngga ada efek samping apapun
positive,"Serius? Padahal Sinovac yang punya efek paling ringan. Atau biasanya ada yang gak ngadain vaksin massal. Tapi masih ga terlalu banyak, sih yang pake Moderna"
positive,"Gue vaksin astra zeneca, orang tua sinovac. orang tua ga ada efek samping sama sekali sedangkan gue efek sampingnya cuma demam sehari, abis tu sehat vaksin kedua malah ga ada efek sama sekali"
positive,"Pegel doang sih nder, sinovac efek sampingnya ringan. Asal sebelum dah sesudah vaksin kesehatan nya dijaga jangan sampe telat makan"
positive,"aku yang suntik sinovac nggak sampai demam, kakak aku kayaknya yang vaksin az efek sampingnya mirip, demam tapi cuma sehari atau dua hari gitu."
positive,"aku sekeluarga beda2 merek vaksin, ibu + aku sinovac, adek pfizer, bapak astra, kakak moderna. semuanya ga ada efek yg berat, cuma sakit dia area bekas suntik aja dan paling parah moderna efeknya demam ringan + mual itu pun cuma sehari."
positive,"Katanya efek vaksin kedua sinovac jadi laper terus, kenapa di aku malah ga laper tapi jadi capek sm ngantuk doang"
positive,"sinovac gue ga ada efek apa2, mau vaksin moderna tp tidak tau kapan"
positive,Temen² ku yg vaksin Pfizer rata² efek samping nya kyk sinovac doang bestie  tp gk tau ya kan imun tubuh setiap orang beda² semoga kamu sehat selalu ya 
negative,"Sebenarnya aku bingung korea selatan kasusnya naik lg tu knp.. pdhl 80% masyarakat dah vaksin.. bahkan bukan vaksin sinopak, tp astra pfizer moderna yg katanya efek nya 80-95% apa udh ilang kali ye efeknya "
negative,"pas lagi nunggu kartu nya dimarahin trs dibawa ke dokternya lagi tp dokternya malah santuy bilang yaudah nanti vaksin astra lagi bulan desember gtu yg sinovac kmren alhamdulillah ga ada efek apa2 sih, cuma pas astra aku demam"
negative,"Vaksin astra sesakit ini efek nya, kek kepala tuh mau di copotin"
negative,"Vaksin Astra ncen taek a yo efeke... Kok bisa demam tinggi semaleman, sampe skrg badan juga masih remuk"
negative,"Udh beres vaksin astra yg ke-2, setelah 3 jam baru kerasa efek pegel aja di daerah bekas suntikan. Semoga gak ada efek yg lain lagi tp tetep hari ini kayaknya mau rest aja. Sampai jumpa"
negative,"Mari kita tengok efek kurang tidur, minum kopi & teman""nya segt banyak nya, setelah efek vaksin astra. Semua jadi satu. Mantaap"
negative,"mana efek vaksin ke2 astra jg , bekas suntik nya sakit , meriang"
negative,"Kirain efek vaksin kedua astra lebih parah daripada pertama, ternyata cuma ngantuk sama laper parah"
negative,"Kemarin saya sudah booster (vaksinasi ke-3), dapat Pfizer kali ini. Vaksin pertama Astra saya cukup banyak efek samping, seperti meriang. Yang ke-dua hampir tidak terasa . booster kemarin cukup menganggu, pegal, meriang dan lelah hari ini. Tapi daripada kena COVID-19"
negative,"kata siapa ga efek apa”???? di kompleks gue yg pake astra dosis 2 pada jatuh semua lo beruntung aja ga ada efek apa”, kan setiap orang badannya beda gak semua bisa oke aja abis vaksin kaya elu"
negative,"Kalian yg vaksin dosis 2 khususnya yg astra, ngerasain efek sakit kaya pas dosis 1 ga"
negative,kak ambil yg astra ya? tante loyo soalnya vaksin yg itu emang agak keras efek sampingnya 1
negative,Ini efek vaksin astra kalinya pusing banget astaga
negative,"Hari ini aku vaksin astra dosis 2. Alhamdulillah akhirnya vaksin penuh juga tapi takut kaya pas dosis 1 karna punya auto imun, eh efek sampingnya kaya kena covid beneran di aku :("
negative,"hari H suhu badan panas dan tangan pegal. Sehari setelah vaksin Suhu badan menurun, seluruh badan pegal dan muntah berak. dua hari setelah vaksin suhu badan panas, pusing, setiap jantung berdetak terasa ditusuk dan sesak nafas. tiga hari setelah vaksin suhu badan menurun & sesak nafas"
negative,Gejala kebanyakan lembur ganti jaga tenggat waktu rasanya uda melebihi efek vaksin astra
negative,"Gak nyangka banget kalo efek nya vaksin astra sesakit ini :"" Pala pusing sekali ,mual ,kaki njarem semua wes lah gak ngerti lagi uda kek pasrah"
negative,"ga tau efek dulu pas kena covid gatau efek vaksin astra, sekarang kalo makan yang ada unsur hewani nya jadi mual, rasanya tengik, sama kecium bau yang aneh banget. apalagi kalo makan telor sumpah pengen muntah:( ada yang pernah ngalamin?"
negative,Efek Vaksin Astrazenaca dimulai
negative,"Efek vaksin astra? Baiklah, kita lanjut lagi"
negative,"Efek vaksin Astra yang kedua : Ga ada efeknya, ngantuk doang, ga bisa tidur. Mataku"
negative,"dipikir pikir syukur juga ya Indo vaksin utamanya (dosis terbanyak)nya itu Sinovac, ngeliat cerita temen2 yg suntik astra atau moderna, KIPI nya serem jg ada yg sampe muntah2, bayangin kalo efek kaya gini dilihat antipeks, pasti rakyat makin susah mau divaksin"
negative,demam pegel nyeri ngilu aku vaksin astra soalnya jd efek di aku kayak gitu 2 harian apa aku panas tinggi sm nyeri disekujur badan
negative,"dahsyat bgt efek vaksin astra panas tinggi, menggigil, pusing sama selera makan ilang"
negative,bukan vaksinnya ga bekerja tp aga mending efeknya. Ibu aku vaksin astra ga ada efek sma skali segar bugar. Tante ku vaksin astra 2 minggu sakit demam ga bisa nyium bau dan ga bisa rasain makanan. Pas d kasih air kelapa mendingan trus smbuh. sama seperti pas lagi sakit biasa.
negative,"Efek vaksin astra dosis 2, sakit di bekas suntikan, seluruh badan pegal2 masyaallah . Tips buat yg badannya ringkeh kalo bisa jgn astra "
negative,"Efek vaksin astra di aku manteb banget ya ampe bisa masuk igd, bangun tidur udh ngerasa baikan banget. Pengen ntr sore KKN tapi takut semaput tengah jalan "
negative,Efek vaksin astra bukan maenn
negative,Efek vaksin astra astra pegel kabeh awakku
negative,efek setelah vaksin Astrazeneca bukan katanya lagi sudah bener nyata sakitnya.
negative,Efek samping vaksin ke 2 kok makin menjadi gini ya. astra
negative,Efek samping vaksin AstraZeneca apa yaa ? Besok mau vaksin dosis 1 takut karna bilanya vaksin Astra kerasss…
negative,Efek kipi vaksin kedua Astra malah ngantuk mulu bawaanya trs mager makan
negative,"efek kena jekpot ni, jadi pusing kan nyari dimana tempat yg ada vaksin sinovac :( ke kliniknya, lah yg ada lagi astra. Ke puskesmas, yg ada juga astra :( aiguya, kalau teman2 di jogja ada yg tau dmn vaksin sinovac dan bisa nerima dosis 2, bisa kabarin saya ya. terimakasih :)"
negative,efek dr vaksin ke-2 astra: ngantuk bgdd
negative,"efek astra di ak cuman pusing, badan panas sama pegel sampe hari ketiga abis vaksin masih sakit"
negative,doain ya semoga ga dapet efek samping vaksin astra dosis kedua. takut bgt kalo demam kaya waktu vaksin pertama :(
negative,"Aku pake astra, vaksin 1 demam + sakit kepala, vaksin kedua gk tau, nanti tanggal 10. doain gk ada efek :')"
negative,"ada saran gak bagi yg terpaksa covid? Sepupu ane selalu mengeluh pusing sperti vertigo begitu stelah menerima vaksin astra pdhal sblumnya gak pernah. Kata dia, terasa seperti ad sumbatan darah d kepala gitu pas vertigo datang. Ap itu efek kipi dari vaksin ya?"
negative,ada ga yg vaksin pake astra? efek vaksinnya berapa lama udh semaleman masi ga enak badan
negative,"vaksin sinovac kayaknya, setauku itu astra dosis nya tinggi jadi ga bagus buat beberapa orang. aku juga untungnya ga parah banget efek samping nya, iya pas mau vaksin aku saranin banyak minum air putih ya biar pas di tensi bagus"
negative,"bapak ku vaksin astra, katanya dosisnya agak tinggi dari sinovac, bapak ku pas udah vaksin langsung demam sih tp besoknya udh baikan, mungkin efek sampingnya kali ya"
negative,Efek samping vaksin astra bikin ga kuat
negative,"Kalau liat dri google efek samping vaksin astra lebih banyak. kemarin vaksin astra cmn berasa nyeri aja dibagian bekas suntik, selebihnya gak ada."
negative,"Iya katanya efeknya lebih kerasa yg astra. Tapi tergantung orangnya sih. Ada yg ga ngerasain efek, penting fit aja pas vaksin"
negative,Maaf maaf bgt maaf. Vaksin astra tu bagus walaupun ada efek samping yg kyak demam gt. Tp itu cuma beberapa hari kok
negative,"Vaksin astra efek sampingnya ngeri kah? Soalnya yg laku keras sinovac, astra mah masih sisa tp aku tidak mau daftar mau nunggu sinovac aja :("
negative,"efek astra yg kurasain cuma pegel2 demam ringan dan langsung kuhajar paracetamol ..hbs vaksin pagi, sore badan langsung dipake buat olahraga jadi amanlah astrazeneca"
negative,Efek vaksin astra zeneca memang mantep pol
negative,"efek sampingnya parah bgt nder, kemarin gue vaksin pertama pakai astra efek samping yang gue rasain : menggigil, jantung berdebar, demam, lemes, pegel, tangan bengkak yang abis di suntik vaksin, pusing, pilek komplit ya"
negative,"Emang kayak nya efek nya gtu kak malem nya setelah di vaksin biasanya demam menggigil tapi nanti besok nya atau 2 hari setelah nya sembuh, soal nya aku kemarin juga gtu kak habis di vaksin yg astra"
negative,emg bener kalo pake astra tuh gokil bener efeknya
negative,ternyata udah lama jg ya g buka tweet gegara tepar. Sempet demam dan pusing 2 hr krn efek habis vaksin astra. Kalian apa kabar ??
negative,Efek vaksin Astra kedua masih sama2 demam 
negative,Vaksin astra dosis 1 efek demamnya sehari aja di i dan ini sisa linu2 ama sakit kepala nya aja dikit
negative,Bener bener ya ini efek vaksin astra udh 3 hari tapi masih kerasa. Pengennya malas malasan seperti cucian
negative,Asli sih efek samping vaksin astra kedua bener bener gokil.
negative,ibu adalah satu satunya orang di rumah yang tidak mengalami efek samping vaksin astra
negative,"astra, vaksin pertama demam 3 hari vaksin kedua pusing sama pegel. emang badan gue aja yg cemen jadinya kena efek vaksin :("
negative,"kuat banget emak gue vaksin pake astra kaga ada efek samping apa"""
negative,"Aku kemarin ya baru vaksin, oleh astra. efeke, pusing malamnya, mual & sempat panas. Sesuai testimoni org2 "
negative,"Astra emg gitu , kadang ada efek mual , meriang , keringat dingin , menggigil setelah vaksin"
negative,Moderna sama kaya astra gak sih ??? Aku mau nanya sama yg vaksin astra efek vaksin ke dua nya bagaimana. Soalnya efek pertama nya tuh kaya simulasi mau meninggal di aku
negative,"Tergantung jenis vaksin nya. Klo kamu astra, beberapa org terdekat aku abis disuntik ada efek samping nya. Tp gmn kamu pas vaksin ke 1 aja. Sama kok g beda"
negative,"mau nanya, ada yg vaksin pake astra ga? efek sampingnya apa? aman ga ya buat usia 50an ke atas? aku sama mama ku mau vaksin besok"
negative,emang dosis 1 vaksin apa? yg efek samping aga lebay tuh astra kalo ga salah
negative,efek vaksin astra bikin nyiksa jadi ngedrop gini badan
negative,Suntikan pas vaksin astra kedua kenapa lebih kerasa ya. Tp efek sampingnya alhamdulillah ga ada 
negative,Efek vaksin Astra gokil bgt. Udah kaya abs disuruh tanam paksa sama Belanda
negative,"Mau vaksin dapetnya Astra, baca review yang di Vaksin ini tuh katanya malam nya demam dan badan ngga enak. Abis vaksin dikasih ini, aku lega lah dikasih ini kukira ngga bakalan ada efek sampingnya. Taunya tadi malem demam, rasanya ngga enak banget sampe ngga bisa tidur"
negative,mulai nyeri efek vaksin astra :)
negative,"habis vaksin astra hari senin. mari kita list efeknya : habis vaksin bgt alias tet, lengan yg abis di cus cenut” sakit sampe sore, pas sore efek cenut” di lengan hilang diganti badan panas dan pusing + sekujur badan cenut” "
negative,Efek vaksin Astra dosis 1 buat badanku cuman lemes seharian
negative,"Pak udah rela di suntik vaksin astra, efek sampingnya ngadi ngadi, tapi tidak apa apa asal tatap muka <3"
negative,apa cuma aku yg ga ngerasain efek sakit setelah vaksin dosis 2 astra?
